page_url,image_url,author,title,annotation,price,status,genre,subgenre,dttm_updated
https://www.biblio-globus.ru/product/10888452,https://static.biblio-globus.ru/images/ImageHandler.ashx?fileName=10888452.jpg&width=260,Кольцо из фольги,Трауб М. ,"Воспоминания – счастье или проклятие? Что хранит детская память? Отчего так часто участники одних и тех же событий вспоминают о них совсем по-разному? Эта история -- о прошлом и его отражении в памяти. О событиях и людях, приметах времени и предметах быта. Здесь то, что помню я, и то, что
рассказала мне мама. Это история о том, что для меня было абсолютным счастьем, а для нее – унижением и изгнанием. Ее побег и моя попытка вернуться туда, откуда бежала она. Иногда, чтобы не сойти с ума, человеку нужно поверить в то, чего не было, и забыть то, что было. Это и называется – память.

Маша Трауб",639,в наличии,Художественная литература,Классическая и современная проза,2023-03-23 13:14:13.153213
https://www.biblio-globus.ru/product/10845259,https://static.biblio-globus.ru/images/ImageHandler.ashx?fileName=10845259.jpg&width=260,Не замужем,Валиуллин Р.Р. ,"Это книга, где каждая из историй не случайно названа своим женским именем. Ведь истории эти про обычную женщину, но в то же время яркую, харизматичную, но со своими тараканами, самостоятельную, но мечтающую иногда «на ручки», сильную, но со своими слезами, которая в своей жизни сделала достаточно ошибок, но для полного счастья этого оказалось мало. В поисках этого самого счастья она влюблялась в мужчину, но в итоге расставалась с тираном, романтиком, алкоголиком или вовсе женатиком. Из всех чувств ничто так не спасало ее в жизни, как чувство юмора и чувство собственного достоинства.
«Не замужем» — дерзкие, жизнеутверждающие истории о том, что однажды приходится делать выбор, что ответить мужчине согласием очень просто, но если это касается личной свободы, то коротенькое слово ДА может перевернуть всю твою жизнь с ног на голову, незаметно поменяв местами две эти буквы.
«Не замужем» — это продолжение трилогии «НЕ» («Не складывается — вычитай», «Не дура», «Не хочу»).",559,в наличии,Художественная литература,Классическая и современная проза,2023-03-23 13:14:14.676239
https://www.biblio-globus.ru/product/10841309,https://static.biblio-globus.ru/images/ImageHandler.ashx?fileName=10841309.jpg&width=260,"Отсроченный шанс, или Подарок из прошлой жизни",Алюшина Т.А. ,"Алиса Ельская — серьезный ученый и одинокая женщина. Наверное, она так и осталась бы в одиночестве, не случись в ее жизни удивительной детективной истории. Волей случая на помощь приходит бывший одноклассник Денис — ее первая и единственная любовь. Но и сама Алиса не в силах сидеть спокойно, зная, что в ее квартире спрятан неведомый клад, за которым охотится убийца.
Удастся ли распутать смертельную интригу? Получится ли исправить ошибку юности и вновь обрести потерянную, но настоящую и огромную любовь?",529,в наличии,Художественная литература,Классическая и современная проза,2023-03-23 13:14:16.823917
https://www.biblio-globus.ru/product/10838981,https://static.biblio-globus.ru/images/ImageHandler.ashx?fileName=10838981.jpg&width=260,Время не устает,Поляков  Ю.М.,"Книга «Время не устает» - последний, двенадцатый том собрания сочинений известного русского писателя Юрия Полякова, успешно работающего в разных жанрах. Он дебютировал как поэт в начале 1970-х, став одним из лидеров поколения поэтов, рожденных в пятидесятые годы. В этот том вошли стихи, сочиненные почти за полвека. Среди них - известные строфы, выходившие в периодике и включавшиеся автором в сборники, а также никогда не публиковавшиеся, хранившиеся в архиве и подготовленные специально для данного издания. Ранняя лирика Полякова принадлежит к лучшим образцам советской поэзии. Не оставят читателей равнодушными острые сатирические стихи на злобу дня, а также новые произведения, написанные зрелым мастером в последние годы. В книгу также включена известная работа Полякова о фронтовой поэзии «Между двумя морями», посвященная жизни и творчеству Георгия Суворова (1919-1944).
Открывает том искрометное эссе «Как я был поэтом», насыщенное тонкими и остроумными наблюдениями над «высоким ремеслом» стихотворца, а завершают оригинальные статьи о классиках жанра – Пушкине, Есенине, а также о выдающихся советских лириках Юрии Разумовском, Владимире Соколове, Андрее Дементьеве, Ларисе Васильевой, Евгении Евтушенко…",1119,в наличии,Художественная литература,Классическая и современная проза,2023-03-23 13:14:18.406488
https://www.biblio-globus.ru/product/9849830,https://static.biblio-globus.ru/images/ImageHandler.ashx?fileName=9849830.jpg&width=260,Лавр: роман,Водолазкин Е. Г.,"Евгений Водолазкин - автор романа ""Соловьев и Ларионов"" (финалист ""Большой книги"" и Премии Андрея Белого), сборника эссе ""Инструмент языка"" и других книг. Филолог, специалист по древнерусской литературе, он не любит исторических романов, ""их навязчивого этнографизма - кокошников, повойников, портов, зипунов"" и прочую унылую стилизацию. Используя интонации древнерусских текстов, Водолазкин причудливо смешивает разные эпохи и языковые стихии, даря читателю не гербарий, но живой букет. Герой нового романа ""Лавр"" - средневековый врач. Обладая даром исцеления, он, тем не менее, не может спасти свою возлюбленную и принимает решение пройти земной путь вместо нее. Так жизнь превращается в житие. Он выхаживает чумных и раненых, убогих и немощных, и чем больше жертвует собой, тем очевиднее крепнет его дар. Но возможно ли любовью и жертвой спасти душу человека, не сумев уберечь ее земной оболочки?",1109,в наличии,Художественная литература,Классическая и современная проза,2023-03-23 13:14:19.696373
https://www.biblio-globus.ru/product/10576940,https://static.biblio-globus.ru/images/ImageHandler.ashx?fileName=10576940.jpg&width=260,"Дом, в котором горит свет",Сафарли  Э.,"«...я вижу в этих словах истину – они о настоящей любви, о любви на всю жизнь, о том, что такая любовь существует. И чтобы ее найти, не надо никуда ехать, достаточно повернуть ключ в замке: обнимать крепко-крепко, радоваться тому, что встречаешь в новом дне, и уметь находить покой. Словно сидишь возле июльского моря с закрытыми глазами, но с открытым сердцем. Когда ты встретишь и узнаешь себя, ты встретишь и узнаешь того, с кем захочется спеть любимые песни и заварить не одну чашку кофе».",749,в наличии,Художественная литература,Классическая и современная проза,2023-03-23 13:14:21.451105
https://www.biblio-globus.ru/product/10637542,https://static.biblio-globus.ru/images/ImageHandler.ashx?fileName=10637542.jpg&width=260,Удивительные истории о мужчинах,"Цыпкин, Овечкин  А.Е.,Э.А.","Кто такие мужчины? Как они ведут себя в естественной среде обитания? Чем вообще занимаются, когда за ними никто не наблюдает?
Удивительные и правдивые истории о них, о мужчинах. О том, как важно слушать командира, даже если он неправ. Как отстаивать в портах честь российских моряков, как легким росчерком карандаша превратить сослуживцев в женщин легкого поведения и как правильно общаться с военным, если он ко всему прочему — муж?
Двадцать три автора и одна из них женщина — именно для того, чтобы можно было написать про истории «правдивые», не сильно покривив душой.",489,в наличии,Художественная литература,Классическая и современная проза,2023-03-23 13:14:22.815587
https://www.biblio-globus.ru/product/9846859,https://static.biblio-globus.ru/images/ImageHandler.ashx?fileName=9846859.jpg&width=260,Не спрашивай зачем и почему,Третьякова Л.,"Это книга об испытаниях, через которые прошли те, кому она посвящена, в их долгом путешествии под названием ""жизнь"". Прелестная Анна Лопухина, герцог Ришелье, выбравший загадочную Россию, как выбирают судьбу, знаменитый Воронцов и граф Алексей Игнатьев - в хитросплетениях их жизней отразилась история нашей страны, причудливая, сложная, драматичная...",639,в наличии,Художественная литература,Классическая и современная проза,2023-03-23 13:14:25.293558
https://www.biblio-globus.ru/product/10713887,https://static.biblio-globus.ru/images/ImageHandler.ashx?fileName=10713887.jpg&width=260,Проблемы безумно богатых азиатов,Кван К.,"Умопомрачительное состояние и вправду может свести с ума! А знаете почему? Потому что у кого-то другого денег еще больше, чем у вас, и этот кто-то мимоходом лишит вас такой привилегии, как любимый столик в эксклюзивном ресторане или экстренный вызов личного — лучшего в мире! — врача. Но что удивительно — находятся люди, которых не волнуют подобные проблемы! Например, Ник Янг, потомок известного рода и наследник грандиозного имения в центре Сингапура. Чудак из-за женитьбы на своей избраннице отказался от богатства и навеки поссорился с любимой бабушкой, могущественной Шан Суи, которая мечтала оставить ему бесценное недвижимое имущество, но, по слухам, переписала завещание. И вот древняя Шан Суи лежит при смерти, а внука, приехавшего помириться с бабушкой перед ее кончиной, даже не пускают на порог. Вокруг лакомого куска роятся вероятные наследники и плетутся немыслимые интриги. Кому же достанется великолепное поместье, будоражащее умы самых богатых людей Азии?  
«Проблемы безумно богатых азиатов» завершают трилогию, начатую романом «Безумно богатые азиаты». Права на экранизацию этой книги купила Нина Джейкобсон — продюсер «Голодных игр», и фильм «Безумно богатые азиаты» (режиссер 
Джон Чу, в главных ролях Констанс Ву и Генри Голдинг) стал в 2018 году одним из лидеров кинопроката, и уже снимаются продолжения. 
Впервые на русском!",519,в наличии,Художественная литература,Классическая и современная проза,2023-03-23 13:14:27.671202
https://www.biblio-globus.ru/product/10152587,https://static.biblio-globus.ru/images/ImageHandler.ashx?fileName=10152587.jpg&width=260,Комедия/Трагедия,Акунин Б.,"""Комедия/Трагедия"" - литературный эксперимент, книга-перевертыш Бориса Акунина.
В книгу входят две пьесы: ""Зеркало Сен-Жермена"" (""Комедия"") и ""Гамлет. Версия"" (""Трагедия""), представляющие собой отдельные произведения. 
Комедия написана в прозе, трагедия - в стихах.  
Новое издание книги-перевертыша выходит с иллюстрациями художницы Александры Николаенко.",359,в наличии,Художественная литература,Классическая и современная проза,2023-03-23 13:14:30.638717
https://www.biblio-globus.ru/product/10894662,https://static.biblio-globus.ru/images/ImageHandler.ashx?fileName=10894662.jpg&width=260,Моё настоящее имя. Истории с биографией,Улицкая Л.Е. ,"Новая книга автобиографической прозы Людмилы Улицкой — это личный, глубоко интимный отчет о встрече человека с самим собой. Время, ограниченное настоящим, поскольку сам факт будущего подвергается сомнению. Мир, сжавшийся до размеров комнаты, где перечитываются книги, листаются страницы дневника, переживаются старые любови и дружбы. Эмоциональная память включает в себя многое, в том числе и черные дыры на месте дорогих людей, ушедших навсегда. И всё это материал, из которого созданы рассказы и мемуарные очерки, составившие эту книгу.

«Свое подлинное имя человеку дано узнать только после смерти, когда ангел вкладывает ему в руку белый камень с его настоящим именем». Людмила Улицкая",949,в наличии,Художественная литература,Классическая и современная проза,2023-03-23 13:14:40.912288
https://www.biblio-globus.ru/product/10904365,https://static.biblio-globus.ru/images/ImageHandler.ashx?fileName=10904365.jpg&width=260,Театр тающих теней. Конец эпохи,Афанасьева Е.И. ,"Анна выросла в дворянской семье в доме на Большой Морской. Она уезжает с семьей в имение матери к морю, чтобы пережить там смутное время Гражданской войны. Ей предстоит долгий путь к свободе в самое несвободное время, путь к самой себе через несвободу традиций, условностей и ужаса кровопролитной войны. Революция, ожесточенное противостояние большевиков и белогвардейцев, смена власти, Петроград, Крым, Берлин, хрупкая молодая женщина, ее дочки, непутевый племянник мужа, неправильная, не вовремя случившаяся любовь и маленький волчонок…
Читателю, знающему всё, что случится со страной дальше, остается только волноваться за Анну, выживет ли она в этом меняющемся мире, вдруг превратившимся в театр тающих теней.
Новый роман Елены Афанасьевой, которую Борис Акунин назвал «Пересом-Реверте, в совершенстве освоившим русский язык».",559,в наличии,Художественная литература,Классическая и современная проза,2023-03-23 13:14:42.889487
https://www.biblio-globus.ru/product/10882734,https://static.biblio-globus.ru/images/ImageHandler.ashx?fileName=10882734.jpg&width=260,Чагин,Водолазкин  Е. Г.,"Евгений Водолазкин — автор романов «Лавр», «Авиатор», «Соловьёв и Ларионов», «Брисбен», «Оправдание Острова», сборников короткой прозы «Идти бестрепетно» и «Инструмент языка», лауреат премий «Большая книга», «Ясная Поляна» и «Книга года». Его книги переведены на многие языки.

Исидор Чагин может запомнить текст любой сложности и хранить его в памяти как угодно долго. Феноменальные способности становятся для героя тяжким испытанием, ведь Чагин лишен простой человеческой радости — забывать. Всё, к чему он ни прикасается, становится для него в буквальном смысле незабываемым.
Всякий великий дар — это нарушение гармонии. Памяти необходимо забвение, слову — молчание, а вымыслу — реальность. В жизни они сплетены так же туго, как трагическое и комическое в романах Евгения Водолазкина. Не является исключением и роман «Чагин». Среди его персонажей — Генрих Шлиман и Даниель Дефо, тайные агенты, архивисты и конферансье, а также особый авторский стиль — как и всегда, один из главных героев писателя.",1109,в наличии,Художественная литература,Классическая и современная проза,2023-03-23 13:14:44.202286
https://www.biblio-globus.ru/product/10810811,https://static.biblio-globus.ru/images/ImageHandler.ashx?fileName=10810811.jpg&width=260,Голландский дом,Пэтчетт Э.,"Новый роман американской писательницы Энн Пэтчетт напоминает сказку братьев Гримм, разросшуюся до масштабов семейного эпоса. История главных героев, Дэнни Конроя и его сестры Мэйв, охватывает всю вторую половину ХХ века, а их судьбы оказываются роковым образом переплетены с Голландским домом — особняком на востоке Пенсильвании, когда-то принадлежавшим разорившейся династии нидерландских магнатов Ванхубейков. Сам по себе Голландский дом не населен призраками, но каждый, кто переступает его порог, в каком-то смысле становится призраком дома — куда бы он потом ни отправился, где бы впоследствии ни жил, повсюду носит с собой этот образ.
У Дэнни и Мэйв только это и есть: безвременно ушедший из жизни отец, давным-давно превратившаяся в воспоминание мать, будто бы вышедшая из ночного кошмара мачеха и зловещий фамильный особняк. А также взрослая жизнь, которая все никак не начнется: проклятие детства, печать сиротства, невозможность разорвать однажды сформировавшиеся узы. «Голландский дом» — история о победе любви над злом. Победе, замешенной на потерях и во многом неочевидной, потому что в конечном счете читателю предстоит разобраться самому, на чьей он стороне и был ли здесь злодей. И если был — то кто?",1119,в наличии,Художественная литература,Классическая и современная проза,2023-03-23 13:14:46.747134
https://www.biblio-globus.ru/product/10274293,https://static.biblio-globus.ru/images/ImageHandler.ashx?fileName=10274293.jpg&width=260,Авиатор : роман,Водолазкин Е. Г.,"Новый роман от автора бестселлера ""Лавр"", обладателя премии ""Большая книга"" и ""Ясная Поляна"", финалиста ""Русского Букера"".",1109,в наличии,Художественная литература,Классическая и современная проза,2023-03-23 13:14:48.415293
https://www.biblio-globus.ru/product/10441280,https://static.biblio-globus.ru/images/ImageHandler.ashx?fileName=10441280.jpg&width=260,Вечный идол,Третьякова Л. И.,"Это третья книга Людмилы Третьяковой и она тоже о женских судьбах. Ее героини жили в разное время. Большинству их, от царской супруги до любовницы знаменитого режиссера, довелось, не потеряв молодости и красоты, пережить агонию любви.

",709,в наличии,Художественная литература,Классическая и современная проза,2023-03-23 13:14:50.672558
